"Layer","File","LineStart","LineEnd","Function","Type","Exported","Owner","Calls","UsedBy","Cluster","Class","Action","Status"
"Core","!KRT/Core/DBRaidStore.lua","50","56","ensureRaidsTable","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","57","65","getSchemaVersion","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","66","72","getMigrations","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidStore.lua","73","78","removeLegacyRuntimeCaches","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","79","88","isRuntimeIndexReady","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","89","101","normalizeChangeName","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","102","117","normalizeChangeSpec","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","118","127","normalizeNameLower","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidStore.lua","128","131","isLegacyDiagnosticPhase","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","132","168","scanLegacyRaidPayload","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","169","198","warnLegacyRaidPayload","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","199","204","rebuildRaidNidIndex","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","205","237","allocateRaidNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","238","261","getNextRaidNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","262","266","module:GetAllRaids","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","267","270","module:GetRawRaids","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","271","274","module:IsLegacyRuntimeKey","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","275","289","module:GetRaidByIndex","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","290","310","module:GetRaidByNid","method_colon","Yes","module","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidStore.lua","311","315","module:GetRaidNidByIndex","method_colon","Yes","module","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidStore.lua","316","320","module:GetRaidIndexByNid","method_colon","Yes","module","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidStore.lua","321","329","module:GetRaidChanges","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","330","345","module:UpsertRaidChange","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","346","361","module:DeleteRaidChange","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","362","375","module:ClearRaidChanges","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","376","410","module:NormalizeRaidRecord","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","411","464","allocatePlayerNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","465","537","allocateBossNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","538","581","allocateLootNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","582","664","module:BuildRuntimeIndexes","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","665","677","module:EnsureRaidRuntime","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","678","685","module:StripRuntime","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","686","692","module:StripAllRuntime","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","693","701","module:NormalizeAllRaids","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","702","717","module:PrepareRaidForSave","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","718","724","module:PrepareAllRaidsForSave","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","725","754","module:CreateRaidRecord","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","755","771","module:InsertRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","772","779","module:CreateRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidStore.lua","780","791","module:DeleteRaid","method_colon","Yes","module","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidStore.lua","792","799","module:SaveRaid","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidValidator.lua","23","40","deepCopy","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidValidator.lua","41","47","getMigrations","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBRaidValidator.lua","48","75","ensureNormalizedClone","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidValidator.lua","76","93","pushDetail","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidValidator.lua","94","272","module:ValidateRaidRecord","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBRaidValidator.lua","273","327","module:ValidateAllRaids","method_colon","Yes","module","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSchema.lua","18","28","normalizeSchemaVersion","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSchema.lua","29","34","DBSchema.GetRaidSchemaVersion","method_dot","Yes","DBSchema","","","","name-collision","rename","new"
"Core","!KRT/Core/DBSchema.lua","35","37","Core.GetRaidSchemaVersion","method_dot","Yes","Core","","","","name-collision","rename","new"
"Core","!KRT/Core/DBSyncer.lua","69","72","nowSec","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","73","80","parseNumber","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","81","88","normalizeSender","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","89","98","isSelfSender","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","99","107","encodeText","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","108","119","decodeText","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","120","144","splitFields","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","145","153","packFields","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","154","182","buildPlayerNameMaps","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","183","205","joinBossAttendeeNameList","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","206","216","splitNameList","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","217","230","resolveLootLooterName","local_function","No","local","","","","name-collision","rename","new"
"Core","!KRT/Core/DBSyncer.lua","231","256","cleanupExpiredState","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","257","271","cleanupIncomingByRequest","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","272","307","allowIncomingRequest","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","308","325","canAnswerRequests","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","326","333","normalizeTargetName","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","334","360","sortedByNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","361","462","buildSnapshotPayload","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","463","594","parseSnapshotPayload","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","595","606","buildNidIndex","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","607","618","upsertByNid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","619","642","copyUniquePlayerNids","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","643","650","buildSignatureFromRaid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","651","676","raidMatchesSignature","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","677","685","raidMatchesSnapshotHeader","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","686","693","getCurrentRaidRecord","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","694","729","resolveRaidByReference","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","730","851","applySnapshotToRaid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","852","879","importSnapshotAsNewRaid","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","880","899","sendRequest","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","900","928","sendSnapshot","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","929","937","completeRequest","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","938","965","shouldAcceptResponseSender","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","966","973","getSenderKey","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","974","986","markSyncSenderFailed","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","987","998","isSyncSenderFailed","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","999","1023","isAuthorizedSyncResponder","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","1024","1036","warnSyncSenderNotOfficer","local_function","No","local","","","","structural-pattern","keep","new"
"Core","!KRT/Core/DBSyncer.lua","1037","1048","isSyncSenderUnauthorized","local_function","No","local","","","","structural-pattern","keep","new"
